number,title,category,dept,question,answer,comment
29,승무원 학원은 몇학년때 가는게 가장 좋은가요?,공부 방법,항공운항과,"상담을 받아봤을때 고2때는 내신 신경써서 3등급은 만들어놓고 오라고 하시는곳도 있고 고2때 가장 많이 다닌다고 지금 오라고 하시는곳도 있더라구요..
내신은 3등급 나오면 갈수 있겠죠?? 그리고 중요한게 키가 160인데 자세교정하면 2센치는 클텐데 까치발해서 2미터만 나와도 갈수 있을까요..? 외모도 많이 보나요??",그정도 내신이면 충분히 갈수 있습니다 ! 키가 조금 걸리긴 하는데 대부분 큰 키이지만 160인 친구들도 있긴 있습니다. 키 말고 자신의 다른 강점을 키워보세요!! 외모는 물론 보지만 외모로만 뽑히지는 않습니다.,"[질문자]키가 작아서 못붙을수도 있나요??
학원은 몇학년때쯤 다니면 좋을까요?;[답변자]아니요 ! 만약 떨어지신 다면 키가 작아서만은 아닙니다. 여기 키 작으신 분들도 꽤 많습니다. 학원은 고1때부터 다니는 친구들도 있고 고3때부터 다니는 친구들도 있고 면접 보기 2주 전에 준비해서 붙은 친구들도 있습니다. 본인이 지금 여러면에서 부족한것 같고 불안하다면 지금부터 다니셔도 되고 아니면 고3때 시작해서 1년 빡세게 준비하셔두 됩니다!!;[질문자]감사합니다!!;[답변자]면접에 정답은 없습니다. 키가 작아도, 외모가 훌륭하지 않아도 다른 부분을 키워서 붙으면 됩니다!! 많이 힘드실텐데 조금만 버티고 열심히 해서 인공 들어오세요!!;[질문자]넵 !!!"
30,2년제?,기타,전체,졸업요건에 어학점수가 있나요? (토익 등)아니면 전공과 학점이수만 하면되나요? 그리고 2년제인가요?,"과마다 2년 과정, 3년 과정 다릅니다.
졸업요건은 학점만 이수하시면 됩니다",None
31,항공경영 편입,입시 상담,항공경영학과,"타대학 어문계열 2학년 21살입니다. 진로를 지상직으로 정해서 22살에 인하공전 항공경영 2학년 편입을 희망하는데.. 걸리는 게 나이입니다ㅜ.ㅜ

1. 2학년 기준 22살 많이들 계시나요? (재수해서 들어오시는 분들 계시나요?) 

2. 1학년 수업을 듣지 않은 2학년이 수업 따라가기에 큰 지장이 있을까요? 

감사합니다.","2학년 대부분 22살이에요 1학년때 거의 1년식 휴학함
2학년거 따라가기 힘들긴 해요",None
31,항공경영 편입,입시 상담,항공경영학과,"타대학 어문계열 2학년 21살입니다. 진로를 지상직으로 정해서 22살에 인하공전 항공경영 2학년 편입을 희망하는데.. 걸리는 게 나이입니다ㅜ.ㅜ

1. 2학년 기준 22살 많이들 계시나요? (재수해서 들어오시는 분들 계시나요?) 

2. 1학년 수업을 듣지 않은 2학년이 수업 따라가기에 큰 지장이 있을까요? 

감사합니다.",저랑 같은 학번인데 22살 있으시고 2학년으로 들어오기엔 엄청 무리입니다...,None
31,항공경영 편입,입시 상담,항공경영학과,"타대학 어문계열 2학년 21살입니다. 진로를 지상직으로 정해서 22살에 인하공전 항공경영 2학년 편입을 희망하는데.. 걸리는 게 나이입니다ㅜ.ㅜ

1. 2학년 기준 22살 많이들 계시나요? (재수해서 들어오시는 분들 계시나요?) 

2. 1학년 수업을 듣지 않은 2학년이 수업 따라가기에 큰 지장이 있을까요? 

감사합니다.",편입 비추에요 차라리 반수로 들어오셔서 1학년꺼 배우는게 나으실듯요,None
32,교정 꼭 해야하나요?,입시 상담,항공운항과,"덧니가 있는데 꼭 교정해야하나요?
치아미소할때 걸리적 거리는건 없어요..
면접볼때 마이너스 요소가 될까요?
지금당장은 못하는데 해야한다면 대학 가서 취업준비할때 할 생각은 있어요","아뇽 덧니 있는 동기들도 있습니다아
걱정이 되신다면 다른 장점을 최대한 극대화하시는게 좋을거 같아용",None
32,교정 꼭 해야하나요?,입시 상담,항공운항과,"덧니가 있는데 꼭 교정해야하나요?
치아미소할때 걸리적 거리는건 없어요..
면접볼때 마이너스 요소가 될까요?
지금당장은 못하는데 해야한다면 대학 가서 취업준비할때 할 생각은 있어요","덧니 정말 심한 동기들 봤어요 근데 그 친구들 다 
여기 뿐만 아니라 메이저 거의 휩쓸었더라고요 
키 작은 친구들도 있고 그래서 이미지로 스트레스 받으실 
필요 정말 없어요!!",None
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ","과마다 달라요. 저희 과는 엠티, 술모임 다 했었습니다.",None
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ",요새 코로나풀리면서 과마다 엠티 단합대회나 모임 등등 다합니다~,[답변자]물론 과봐과라서 정도는달라요
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ",할건하기는 하는데 예를 들어 동아리라거나 기타 캠퍼스 로망은 잘 생각 안하는게 좋아요. 취업학원 느낌인데 그래서 좋은점은 군기잡는게 전혀 없습니다,None
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ",과바과에용 저희과는 아무것도 없답니다..ㅎ,None
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ","술모임 꽤 자주 있고 신입생 환영회, 개총 다 합니당",None
33,대학 분위기,대학 생활,전체,"인하공전 대학생활은 어떤가요? 엠티나 술모임같은거 있나요?
흔히 말하는 캠퍼스 낭만같은건 못누려도 다같이 모여서 놀고 즐기는건 꼭 해보고 싶어요ㅠ",과바과입니다 대부분은 OT나 신입생 환영회가 있는듯 하고 일부과는 MT도 있는 것 같아요,None
34,생산직 출결,기타,화학생명공학과,"미대가려다가 실패 후 나이먹다가 맘잡고 이학교 화공과 목표로 정진중인데요 고3때 미술 입시로 인해 무단결석15회 무단지각 무단조퇴가 10개정도로 찍혀있어요ㅠ
그런데 공부하던중에 생산직은 출결이 1순위라고 대기업 생산은 불가능할거라고하던데 저정도면 불가능할까요?
수능끝나고 학교안가고 홍대로 아침부터 꼬박꼬박가고,, 목디스크터져서 실기도 다망해서 전문대 디자인과 진학하고 졸업다하고 미술한거 진짜 후회중인데ㅠ 하 또 미술이 발목을 잡는기분이네요 알려주세요,,,",대기업도 출결안보는 곳 있어요 한번 찾아보세요~,None
34,생산직 출결,기타,화학생명공학과,"미대가려다가 실패 후 나이먹다가 맘잡고 이학교 화공과 목표로 정진중인데요 고3때 미술 입시로 인해 무단결석15회 무단지각 무단조퇴가 10개정도로 찍혀있어요ㅠ
그런데 공부하던중에 생산직은 출결이 1순위라고 대기업 생산은 불가능할거라고하던데 저정도면 불가능할까요?
수능끝나고 학교안가고 홍대로 아침부터 꼬박꼬박가고,, 목디스크터져서 실기도 다망해서 전문대 디자인과 진학하고 졸업다하고 미술한거 진짜 후회중인데ㅠ 하 또 미술이 발목을 잡는기분이네요 알려주세요,,,","전문대는 출결 매우 중요합니다 인터넷 검샏해뷰면 관련해서 나옵이다 특히 대기업일수록 엄청중요해여 생산직은.
신중하게생각하고 결덩하길 바래요",None
34,생산직 출결,기타,화학생명공학과,"미대가려다가 실패 후 나이먹다가 맘잡고 이학교 화공과 목표로 정진중인데요 고3때 미술 입시로 인해 무단결석15회 무단지각 무단조퇴가 10개정도로 찍혀있어요ㅠ
그런데 공부하던중에 생산직은 출결이 1순위라고 대기업 생산은 불가능할거라고하던데 저정도면 불가능할까요?
수능끝나고 학교안가고 홍대로 아침부터 꼬박꼬박가고,, 목디스크터져서 실기도 다망해서 전문대 디자인과 진학하고 졸업다하고 미술한거 진짜 후회중인데ㅠ 하 또 미술이 발목을 잡는기분이네요 알려주세요,,,",솔직히 대학 안중요한듯 지금만 좀 부러울뿐 이지 막상 .. 자기 능력껏 사는거임,None
34,생산직 출결,기타,화학생명공학과,"미대가려다가 실패 후 나이먹다가 맘잡고 이학교 화공과 목표로 정진중인데요 고3때 미술 입시로 인해 무단결석15회 무단지각 무단조퇴가 10개정도로 찍혀있어요ㅠ
그런데 공부하던중에 생산직은 출결이 1순위라고 대기업 생산은 불가능할거라고하던데 저정도면 불가능할까요?
수능끝나고 학교안가고 홍대로 아침부터 꼬박꼬박가고,, 목디스크터져서 실기도 다망해서 전문대 디자인과 진학하고 졸업다하고 미술한거 진짜 후회중인데ㅠ 하 또 미술이 발목을 잡는기분이네요 알려주세요,,,",전문대인데 출결 안 좋으면 솔직히 그냥 공부 더해서 4년제 가세요… 답없습니다,None
34,생산직 출결,기타,화학생명공학과,"미대가려다가 실패 후 나이먹다가 맘잡고 이학교 화공과 목표로 정진중인데요 고3때 미술 입시로 인해 무단결석15회 무단지각 무단조퇴가 10개정도로 찍혀있어요ㅠ
그런데 공부하던중에 생산직은 출결이 1순위라고 대기업 생산은 불가능할거라고하던데 저정도면 불가능할까요?
수능끝나고 학교안가고 홍대로 아침부터 꼬박꼬박가고,, 목디스크터져서 실기도 다망해서 전문대 디자인과 진학하고 졸업다하고 미술한거 진짜 후회중인데ㅠ 하 또 미술이 발목을 잡는기분이네요 알려주세요,,,","무단결석 15회면 사실상 생산직 취업 힘들어요 
위에분처럼 생기부 안보는곳도 있긴합니다만 많진 않습니다
4년제 가시는거 추천드립니다","[질문자]이미 너무 많이 공부를 해버려서요,,ㅠ 그래도 해보려구요 안돼면 자격증따고 공기업준비라도 해봐야죠,,"
35,인하공전 호경과 편입,기타,호텔경영학과,이번에 인하공전 호경과 편입하고싶은데 호경과 편입 경쟁률 어느정도 되나요?? 따로 준비해야하는게 있을까요?? (자격증이나..) 만약 편입으로 붙는다고 하면 기숙사 편입생들도 할수있나요??,"호경 편입 하지마세요 솔직히 별로임 ,,",None
35,인하공전 호경과 편입,기타,호텔경영학과,이번에 인하공전 호경과 편입하고싶은데 호경과 편입 경쟁률 어느정도 되나요?? 따로 준비해야하는게 있을까요?? (자격증이나..) 만약 편입으로 붙는다고 하면 기숙사 편입생들도 할수있나요??,"? 호텔 취업 할 맘 있으면 호경 좋음 교수님이 엄청 밀어줘서 인턴도 잘 들어가고 들어가서도 본인 역량도 있지만 인하공전 선배나 여러 사람들 있어서 취업도 쉬운편
편입 경쟁률은 아마 심하지 않을 듯 우리 과로 편입 오는 애들은 봄 적 없거",[질문자]혹시 티오는 꾸준히 나는 편인가요??? 전적대학 성적이랑 면접도 보는거죠??;[답변자]면접은 당연하고 호텔 티오 말하는거면 걱정 없음 취업하라고 교수님이 밀어주는 거니까 의사만 강하게 어필하면 솔직히 F&B 취업은 쉬움
36,마고 2.61,입시 상담,화학생명공학과,"1. 안되겠죠? 추합 가능성도 없을까요??

2. 그리고 학점따기 빡센가요?",과마다 다르겠지만 추합으론 가능할 수도 있어보이네요,None
37,입시고민,입시 상담,항공운항과,"고3에 승무원이하고싶어,,
항공학과를 준비하는 학생입니다 
내신이 7.1인데 내신을 얼마나보나요?
그리고 7월쯤부터 학원다니려고하는데 
너무늦을까요?? ㅠㅠㅠㅠㅠ
작년 2학기부터 승무원이 너무하고싶어서 유튜브로 엄청 찾아보고 대학백과로도 항상 궁금한게 있음 질문하고 메모장에도 대학순위부터 내가 항공학과에 가기위해 해야할것들을 메모도 하고 궁금한것도 메모를 합니다 면접준비를 학원가서 혼자의 힘으로 하는것보다 전문성있게 배우는게 과연 도움이 될까요? 내신도 얼만큼보는지 알려주세요",승무원이 되고 싶으시면 수능준비 하셔서 4년제 영문과 수도권 쪽으로 가세요.,None
